Subjectivity,Word,Sentiment,Polarity
strongsubj,breathlessness,n,positive
strongsubj,breathtaking,n,positive
strongsubj,breathtakingly,n,positive
weaksubj,bright,n,positive
weaksubj,brighten,y,positive
weaksubj,brightness,n,positive
weaksubj,brilliance,n,positive
strongsubj,brilliant,n,positive
strongsubj,brilliant,y,positive
strongsubj,brilliantly,n,positive
strongsubj,brimstone,n,negative
strongsubj,brimstone,n,negative
weaksubj,brisk,n,positive
strongsubj,bristle,y,negative
weaksubj,brittle,n,negative
weaksubj,broad,n,positive
weaksubj,broad-based,n,neutral
weaksubj,broke,n,negative
strongsubj,broken-hearted,n,negative
strongsubj,brood,y,negative
strongsubj,brook,y,positive
weaksubj,brotherly,n,positive
strongsubj,browbeat,y,negative
weaksubj,bruise,n,negative
strongsubj,brusque,n,negative
strongsubj,brutal,n,negative
strongsubj,brutalising,n,negative
strongsubj,brutalising,n,negative
strongsubj,brutalities,n,negative
strongsubj,brutalities,n,negative
strongsubj,brutality,n,negative
strongsubj,brutalize,y,negative
strongsubj,brutalizing,n,negative
strongsubj,brutally,n,negative
strongsubj,brute,n,negative
strongsubj,brutish,n,negative
weaksubj,bug,y,negative
weaksubj,buckle,y,negative
weaksubj,bulky,n,negative
weaksubj,bull,n,positive
weaksubj,bull,n,positive
strongsubj,bullies,n,negative
strongsubj,bullies,n,negative
weaksubj,bullish,n,positive
weaksubj,bullish,n,positive
strongsubj,bully,n,negative
strongsubj,bully,n,negative
strongsubj,bullyingly,n,negative
weaksubj,bum,n,negative
weaksubj,bumpy,n,negative
strongsubj,bungle,y,negative
strongsubj,bungler,y,negative
weaksubj,bunk,n,negative
weaksubj,buoyant,n,positive
strongsubj,burden,n,negative
strongsubj,burden,n,negative
strongsubj,burdensome,n,negative
strongsubj,burdensome,y,negative
strongsubj,burdensomely,y,negative
strongsubj,burn,y,negative
weaksubj,busy,n,negative
strongsubj,busybody,n,negative
weaksubj,butcher,y,negative
strongsubj,butchery,n,negative
strongsubj,byzantine,n,negative
strongsubj,cackle,y,negative
strongsubj,cajole,y,negative
strongsubj,calamities,n,negative
strongsubj,calamitous,n,negative
strongsubj,calamitously,n,negative
strongsubj,calamity,y,negative
strongsubj,calamity,n,negative
strongsubj,callous,n,negative
weaksubj,calm,n,positive
weaksubj,calm,y,positive
strongsubj,calming,y,positive
weaksubj,calmness,n,positive
strongsubj,calumniate,y,negative
strongsubj,calumniation,n,negative
strongsubj,calumnies,n,negative
strongsubj,calumnious,n,negative
strongsubj,calumniously,n,negative
strongsubj,calumny,n,negative
weaksubj,cancer,n,negative
weaksubj,cancerous,n,negative
strongsubj,candid,n,positive
strongsubj,candor,n,positive
strongsubj,cannibal,n,negative
strongsubj,cannibalize,y,negative
weaksubj,capable,n,positive
weaksubj,capability,n,positive
weaksubj,capably,n,positive
weaksubj,capitalize,y,positive
weaksubj,capitulate,y,negative
strongsubj,capricious,n,negative
strongsubj,capriciously,n,negative
strongsubj,capriciousness,n,negative
weaksubj,capsize,y,negative
strongsubj,captivate,y,positive
strongsubj,captivating,n,positive
strongsubj,captivation,n,positive
weaksubj,captive,n,negative
weaksubj,care,y,positive
strongsubj,carefree,n,positive
weaksubj,careful,n,positive
strongsubj,careless,n,negative
strongsubj,carelessness,n,negative
strongsubj,caricature,y,negative
strongsubj,carnage,n,negative
strongsubj,carp,y,negative
weaksubj,cartoon,n,negative
weaksubj,cartoon,n,negative
strongsubj,cartoonish,y,negative
weaksubj,cash-strapped,n,negative
strongsubj,castigate,y,negative
weaksubj,casualty,y,negative
strongsubj,cataclysm,n,negative
strongsubj,cataclysmal,n,negative
strongsubj,cataclysmic,n,negative
strongsubj,cataclysmically,n,negative
strongsubj,catalyst,n,positive
strongsubj,catalyst,n,positive
strongsubj,catastrophe,y,negative
strongsubj,catastrophe,n,negative
strongsubj,catastrophes,n,negative
strongsubj,catastrophic,n,negative
strongsubj,catastrophic,y,negative
strongsubj,catastrophically,n,negative
strongsubj,catchy,n,positive
strongsubj,caustic,n,negative
strongsubj,caustically,n,negative
strongsubj,cautionary,n,negative
weaksubj,cautious,n,negative
weaksubj,cave,y,negative
weaksubj,ceaseless,n,neutral
strongsubj,celebrate,y,positive
strongsubj,celebrated,n,positive
strongsubj,celebration,n,positive
strongsubj,celebratory,y,positive
weaksubj,celebrity,n,positive
strongsubj,censure,n,negative
strongsubj,censure,n,negative
strongsubj,censure,y,negative
weaksubj,central,n,neutral
weaksubj,certain,y,neutral
strongsubj,certainly,n,neutral
weaksubj,certified,n,neutral
strongsubj,chafe,y,negative
strongsubj,chaff,y,negative
strongsubj,chagrin,n,negative
strongsubj,chagrin,y,negative
weaksubj,challenge,n,negative
weaksubj,challenge,y,negative
weaksubj,challenging,n,negative
weaksubj,champion,n,positive
weaksubj,champion,y,positive
weaksubj,champ,n,positive
weaksubj,champion,n,positive
weaksubj,chant,n,neutral
weaksubj,chant,n,neutral
strongsubj,chaos,n,negative
strongsubj,chaotic,n,negative
strongsubj,charisma,n,negative
strongsubj,charismatic,n,positive
weaksubj,charitable,n,positive
weaksubj,charitable,n,positive
weaksubj,charity,n,positive
strongsubj,charm,n,positive
strongsubj,charm,n,positive
strongsubj,charm,y,positive
strongsubj,charming,n,positive
strongsubj,charming,n,positive
strongsubj,charmingly,n,positive
strongsubj,chaste,n,positive
strongsubj,chasten,y,negative
strongsubj,chastise,y,negative
strongsubj,chastisement,y,negative
strongsubj,chatter,y,negative
strongsubj,chatterbox,y,negative
strongsubj,cheapen,y,negative
strongsubj,cheap,n,negative
strongsubj,cheat,n,negative
strongsubj,cheat,y,negative
strongsubj,cheater,y,negative
strongsubj,cheer,n,positive
strongsubj,cheer,y,positive
strongsubj,cheery,n,positive
strongsubj,cheerful,n,positive
strongsubj,cheerless,n,negative
strongsubj,cherish,y,positive
strongsubj,cherished,n,positive
strongsubj,cherub,n,positive
strongsubj,chic,n,positive
strongsubj,chide,y,negative
strongsubj,childish,n,negative
weaksubj,chill,y,negative
weaksubj,chilly,n,negative
strongsubj,chit,y,negative
strongsubj,chivalry,n,positive
strongsubj,chivalrous,n,positive
weaksubj,choppy,n,negative
weaksubj,choke,y,negative
weaksubj,chore,n,negative
weaksubj,chronic,n,negative
weaksubj,chum,n,positive
strongsubj,civility,n,positive
weaksubj,civilization,n,positive
weaksubj,civilize,n,positive
weaksubj,civilize,y,positive
weaksubj,civil,n,positive
weaksubj,claim,y,neutral
weaksubj,clamor,n,negative
weaksubj,clamorous,n,negative
weaksubj,clandestine,n,neutral
weaksubj,clarity,n,positive
weaksubj,clash,n,negative
weaksubj,clash,n,negative
weaksubj,classic,n,positive
weaksubj,clean,n,positive
weaksubj,cleanliness,n,positive
weaksubj,cleanse,n,positive
weaksubj,clear,y,positive
strongsubj,clear-cut,n,positive
strongsubj,clearer,n,positive
strongsubj,clearer,n,positive
strongsubj,clearly,n,positive
strongsubj,clever,n,positive
strongsubj,cliche,n,negative
strongsubj,cliched,n,negative
weaksubj,clique,n,negative
weaksubj,clog,y,negative
weaksubj,close,n,negative
strongsubj,closeness,n,positive
strongsubj,closeness,n,positive
strongsubj,cloud,y,negative
strongsubj,clout,n,positive
strongsubj,clout,n,positive
strongsubj,clumsy,n,negative
weaksubj,co-operation,n,positive
weaksubj,co-operation,n,positive
weaksubj,coarse,n,negative
strongsubj,coax,y,positive
strongsubj,cocky,n,negative
weaksubj,coddle,y,positive
strongsubj,coerce,y,negative
strongsubj,coercion,n,negative
strongsubj,coercive,n,negative
strongsubj,cogent,n,positive
weaksubj,cohesive,n,positive
strongsubj,cogitate,y,neutral
weaksubj,cognizance,n,neutral
weaksubj,cognizance,n,neutral
strongsubj,cognizant,n,neutral
weaksubj,cohere,y,positive
strongsubj,coherence,n,positive
strongsubj,coherence,n,positive
weaksubj,coherent,n,positive
weaksubj,cohesion,n,positive
weaksubj,cohesive,n,positive
weaksubj,cold,n,negative
strongsubj,coldly,n,negative
weaksubj,collapse,n,negative
weaksubj,collapse,y,negative
weaksubj,collide,y,negative
strongsubj,collude,y,negative
strongsubj,collusion,n,negative
weaksubj,colorful,n,positive
weaksubj,colossal,n,positive
weaksubj,combative,n,negative
weaksubj,comeback,n,positive
weaksubj,comeback,n,positive
weaksubj,comedy,n,negative
weaksubj,comedy,n,negative
strongsubj,comely,n,positive
weaksubj,comfort,y,positive
weaksubj,comfortable,n,positive
weaksubj,comfortable,n,positive
weaksubj,comfortably,n,positive
strongsubj,comforting,n,positive
weaksubj,comical,n,negative
strongsubj,commend,y,positive
strongsubj,commendable,n,positive
strongsubj,commendably,n,positive
weaksubj,commensurate,n,positive
weaksubj,commonsense,n,positive
weaksubj,commonsensible,n,positive
weaksubj,commonsensibly,n,positive
weaksubj,commonsensical,n,positive
weaksubj,comment,n,neutral
weaksubj,comment,n,neutral
weaksubj,commentator,n,neutral
weaksubj,commentator,n,neutral
weaksubj,commodious,n,positive
strongsubj,commiserate,y,negative
weaksubj,commitment,n,positive
weaksubj,commitment,n,positive
weaksubj,commonplace,n,negative
strongsubj,commotion,n,negative
strongsubj,commotion,n,negative
weaksubj,compact,n,positive
strongsubj,compassion,n,positive
strongsubj,compassionate,n,positive
weaksubj,compatible,n,positive
weaksubj,compatible,n,positive
strongsubj,compel,y,negative
strongsubj,compelling,n,positive
strongsubj,compelling,n,positive
strongsubj,compensate,y,positive
weaksubj,competent,n,positive
weaksubj,competence,n,positive
weaksubj,competency,n,positive
weaksubj,competitive,n,positive
weaksubj,competitive,n,positive
weaksubj,competitiveness,n,positive
strongsubj,complacent,n,negative
strongsubj,complacent,n,negative
strongsubj,complain,y,negative
strongsubj,complaining,n,negative
strongsubj,complaining,n,negative
strongsubj,complaint,n,negative
strongsubj,complaints,n,negative
strongsubj,complaints,n,negative
strongsubj,complement,n,positive
weaksubj,complement,y,positive
weaksubj,complete,n,neutral
weaksubj,completely,y,neutral
weaksubj,complex,n,negative
strongsubj,compliant,n,positive
strongsubj,compliant,n,positive
weaksubj,complicate,y,negative
weaksubj,complicated,n,negative
weaksubj,complication,n,negative
strongsubj,complicit,n,negative
strongsubj,compliment,y,positive
strongsubj,complimentary,n,positive
strongsubj,comprehend,y,neutral
weaksubj,comprehensive,n,positive
weaksubj,compromise,n,positive
weaksubj,compromise,n,positive
weaksubj,compromise,y,positive
weaksubj,compromises,n,positive
weaksubj,compromises,n,positive
strongsubj,compulsion,n,negative
strongsubj,compulsive,n,negative
weaksubj,compulsory,n,negative
strongsubj,comrades,n,positive
strongsubj,comrades,n,positive
strongsubj,concede,y,negative
strongsubj,conceit,n,negative
strongsubj,conceited,n,negative
strongsubj,conceivable,n,positive
strongsubj,conceivable,n,positive
strongsubj,concern,n,negative
strongsubj,concern,n,negative
weaksubj,concern,y,negative
strongsubj,concerned,y,negative
weaksubj,concerning,n,neutral
weaksubj,concerning,n,neutral
strongsubj,concerns,n,negative
strongsubj,concerns,n,negative
weaksubj,concerted,n,neutral
weaksubj,concession,n,negative
weaksubj,concession,n,negative
weaksubj,concessions,n,negative
weaksubj,concessions,n,negative
strongsubj,conciliate,y,positive
strongsubj,conciliatory,n,positive
weaksubj,conclusive,n,positive
weaksubj,concrete,n,positive
strongsubj,concur,y,positive
strongsubj,condescend,y,negative
strongsubj,condescending,n,negative
strongsubj,condescendingly,n,negative
strongsubj,condescension,n,negative
strongsubj,condemn,y,negative
strongsubj,condemn,y,negative
strongsubj,condemnable,n,negative
strongsubj,condemnation,n,negative
strongsubj,condolence,n,negative
strongsubj,condolences,n,negative
strongsubj,condolences,n,negative
strongsubj,condone,y,positive
weaksubj,conducive,n,positive
weaksubj,conducive,n,positive
weaksubj,confer,y,positive
strongsubj,confess,y,negative
strongsubj,confession,n,negative
strongsubj,confessions,n,negative
strongsubj,confessions,n,negative
strongsubj,confide,y,neutral
strongsubj,confidence,n,positive
strongsubj,confidence,n,positive
strongsubj,confident,n,positive
weaksubj,conflict,n,negative
weaksubj,conflict,n,negative
weaksubj,confound,y,negative
weaksubj,confound,y,negative
weaksubj,confounded,y,negative
weaksubj,confounding,y,negative
weaksubj,confront,y,negative
strongsubj,confrontation,n,negative
strongsubj,confrontation,n,negative
weaksubj,confrontational,n,negative
strongsubj,confuse,y,negative
strongsubj,confused,y,negative
strongsubj,confusing,n,negative
strongsubj,confusing,y,negative
strongsubj,confusion,n,negative
strongsubj,confusion,n,negative
strongsubj,confute,y,positive
strongsubj,congenial,n,positive
weaksubj,congested,n,negative
weaksubj,congestion,n,negative
strongsubj,congratulate,y,positive
strongsubj,congratulations,n,positive
strongsubj,congratulations,n,positive
strongsubj,congratulatory,y,positive
strongsubj,conjecture,y,neutral
weaksubj,conquer,y,positive
weaksubj,conscience,n,neutral
weaksubj,conscience,n,positive
strongsubj,conscientious,n,positive
weaksubj,consciousness,n,neutral
weaksubj,consciousness,n,neutral
strongsubj,consensus,n,positive
strongsubj,consent,y,positive
strongsubj,consequently,y,neutral
strongsubj,consider,y,neutral
strongsubj,considerable,n,neutral
strongsubj,considerably,n,neutral
strongsubj,considerate,n,positive
weaksubj,consideration,n,neutral
weaksubj,consideration,n,neutral
weaksubj,consistent,n,positive
weaksubj,console,y,positive
strongsubj,conspicuous,n,negative
strongsubj,conspicuous,n,negative
strongsubj,conspicuously,y,negative
weaksubj,conspiracies,n,negative
weaksubj,conspiracies,n,negative
weaksubj,conspiracy,n,negative
weaksubj,conspiracy,n,negative
strongsubj,conspirator,n,negative
strongsubj,conspirator,n,negative
strongsubj,conspiratorial,n,negative
strongsubj,conspire,y,negative
strongsubj,constancy,n,positive
strongsubj,consternation,n,negative
weaksubj,constitutions,n,neutral
weaksubj,constitutions,n,neutral
weaksubj,constrain,y,negative
weaksubj,constraint,n,negative
weaksubj,constructive,n,positive
weaksubj,constructive,n,positive
weaksubj,constructive,n,positive
weaksubj,consume,y,negative
strongsubj,consummate,n,positive
weaksubj,contagious,n,negative
weaksubj,contaminate,y,negative
weaksubj,contamination,n,negative
strongsubj,contemplate,y,neutral
strongsubj,contempt,n,negative
strongsubj,contemptible,n,negative
strongsubj,contemptuous,n,negative
strongsubj,contemptuously,n,negative
strongsubj,contend,y,negative
strongsubj,content,n,positive
weaksubj,content,y,positive
strongsubj,contention,n,negative
strongsubj,contentment,n,positive
strongsubj,contentious,n,negative
strongsubj,contentious,n,negative
weaksubj,continuity,n,positive
weaksubj,continuous,n,neutral
strongsubj,contort,y,negative
strongsubj,contortions,n,negative
strongsubj,contortions,n,negative
strongsubj,contradict,y,negative
strongsubj,contradiction,n,negative
strongsubj,contradictory,n,negative
strongsubj,contrariness,n,negative
strongsubj,contrary,n,negative
strongsubj,contravene,y,negative
weaksubj,contribution,n,positive
weaksubj,contribution,n,positive
strongsubj,contrive,y,negative
strongsubj,contrived,n,negative
weaksubj,controversial,n,negative
weaksubj,controversial,n,negative
weaksubj,controversy,n,negative
weaksubj,controversy,n,negative
weaksubj,convenient,n,positive
strongsubj,convenient,n,positive
strongsubj,conveniently,y,positive
weaksubj,conviction,n,positive
weaksubj,conviction,n,positive
weaksubj,convince,y,positive
strongsubj,convincing,n,positive
strongsubj,convincing,n,positive
strongsubj,convincingly,n,positive
strongsubj,convoluted,n,negative
weaksubj,cooperate,y,positive
weaksubj,cooperation,n,positive
weaksubj,cooperation,n,positive
weaksubj,cooperative,n,positive
weaksubj,cooperatively,n,positive
weaksubj,coping,n,negative
weaksubj,coping,n,negative
weaksubj,cordial,n,positive
strongsubj,cornerstone,n,positive
strongsubj,cornerstone,n,positive
weaksubj,correct,n,positive
weaksubj,correct,y,positive
weaksubj,corrective,n,neutral
strongsubj,correctly,y,positive
weaksubj,corrode,y,negative
weaksubj,corrosion,n,negative
weaksubj,corrosive,n,negative
strongsubj,corrupt,n,negative
strongsubj,corrupt,y,negative
strongsubj,corruption,n,negative
weaksubj,cost-effective,n,positive
weaksubj,cost-saving,n,positive
weaksubj,costly,n,negative
weaksubj,could,y,neutral
strongsubj,counterproductive,n,negative
strongsubj,coupists,n,negative
strongsubj,coupists,n,negative
strongsubj,courage,n,positive
strongsubj,courage,n,positive
strongsubj,courageous,n,positive
strongsubj,courageously,n,positive
strongsubj,courageousness,n,positive
strongsubj,court,y,positive
strongsubj,courteous,n,positive
strongsubj,courtesy,n,positive
strongsubj,courtly,n,positive
weaksubj,covenant,n,positive
weaksubj,covert,n,neutral
strongsubj,covet,y,both
strongsubj,coveting,n,both
strongsubj,covetingly,n,both
strongsubj,covetous,n,negative
strongsubj,covetous,n,negative
strongsubj,covetously,n,both
weaksubj,cow,y,negative
strongsubj,coward,n,negative
strongsubj,cowardly,n,negative
strongsubj,cozy,n,positive
weaksubj,crackdown,n,negative
weaksubj,crackdown,n,negative
strongsubj,crafty,n,negative
weaksubj,cramped,n,negative
strongsubj,cranky,n,negative
strongsubj,crass,n,negative
strongsubj,crave,y,positive
strongsubj,craven,y,negative
